id,votes,percentage,sloped_percentage,abbreviation
1,8218.370023706873,0.2845099081951116,0.2845099081951116,Slovenská ľudová strana (SĽS)
2,88452.20082739941,3.062106897653185,3.062106897653185,DOBRÁ VOĽBA
3,179608.79079861144,6.217836436390974,6.217836436390974,SaS
4,238152.90935832626,8.24456214340354,8.24456214340354,SME RODINA
5,1970.2058295620227,0.0682061136304658,0.0682061136304658,Slovenské Hnutie Obrody
6,166814.14598325282,5.774901497795348,5.774901497795348,ZA ĽUDÍ
7,9286.824663857406,0.32149849969232885,0.32149849969232885,MÁME TOHO DOSŤ !
9,91392.69800671552,3.1639033098519467,3.1639033098519467,SNS
10,4205.940766784925,0.1456045198719732,0.1456045198719732,DS
11,723198.3594576272,25.036241768454552,25.036241768454552,OĽANO-NOVA-KÚ-ZMENA ZDOLA
12,201192.76245373712,6.9650471091121675,6.9650471091121675,Koalícia Progresívne Slovensko a SPOLU - občianska demokracia
13,2020.9347862992433,0.06996228800354792,0.06996228800354792,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI
14,993.2507941395404,0.03438512642290363,0.03438512642290363,99 % - občiansky hlas
15,134682.29702643337,4.6625362270089035,4.6625362270089035,KDH
16,810.5145620835094,0.02805902179921185,0.02805902179921185,Slovenská liga
17,84702.63183245528,2.9323014097710978,2.9323014097710978,VLASŤ
18,59214.70152569934,2.04994046827777,2.04994046827777,MOST - HÍD
19,528395.3027757123,18.29239845003213,18.29239845003213,SMER - SD
20,3308.2530622885456,0.11452767061142514,0.11452767061142514,SOLIDARITA - Hnutie pracujúcej chudoby
21,1891.6251861153305,0.06548574796325443,0.06548574796325443,HLAS ĽUDU
22,112669.96108467483,3.900496107145221,3.900496107145221,Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť
23,1263.4926478344548,0.04374056853167078,0.04374056853167078,PSN
24,230191.6791959287,7.968954102382014,7.968954102382014,ĽS Naše Slovensko
25,15968.057718861804,0.5527946079992242,0.5527946079992242,Socialisti.sk
